Wall time,Step,Value
1679712595.8593123,1,1.857223391532898
1679713161.4195852,2,0.7788414359092712
1679713731.0328574,3,0.3132534921169281
1679714301.1583724,4,0.15525320172309875
1679714869.2553048,5,0.10367017984390259
1679715432.1596608,6,0.0783291682600975
1679715996.2299697,7,0.059945497661828995
1679716559.8720274,8,0.04584472253918648
1679717118.4483292,9,0.029646027833223343
1679717684.427702,10,0.028433268889784813
