Wall time,Step,Value
1679723102.9260774,1,1.8960915803909302
1679723760.1841426,2,0.7400655746459961
1679724360.8441112,3,0.2947879135608673
1679724937.520909,4,0.16149544715881348
1679725515.943421,5,0.11214514076709747
