Wall time,Step,Value
1679712595.869316,1,0.44600000977516174
1679713161.4195852,2,0.8870000243186951
1679713731.0328574,3,0.9760000109672546
1679714301.1583724,4,0.9909999966621399
1679714869.2553048,5,0.9944999814033508
1679715432.1596608,6,0.996999979019165
1679715996.2299697,7,0.9965000152587891
1679716559.8720274,8,0.996999979019165
1679717118.4483292,9,1.0
1679717684.427702,10,0.9990000128746033
